Año;Concepto;Tipo territorio;Código territorio;Territorio;Valor;Unidad;Estado dato
2022;Abortos voluntarios de mujeres residentes entre 30 y 34 años;Otros;;;3240;Número;
2023;Abortos voluntarios de mujeres residentes entre 30 y 34 años;Otros;;;3503;Número;
2023;Abortos voluntarios de mujeres residentes entre 25 y 29 años;Otros;;;4319;Número;
2023;Abortos voluntarios de mujeres residentes entre 20 y 24años;Otros;;;4240;Número;
2023;Abortos voluntarios de mujeres residentes entre 40 y 44 años;Otros;;;1315;Número;
2023;Abortos voluntarios de mujeres residentes de 44 años y más;Otros;;;113;Número;
2023;Abortos voluntarios de mujeres residentes menores de 15 años;Otros;;;36;Número;
2023;Abortos voluntarios de mujeres residentes entre 35 y 39 años;Otros;;;2674;Número;
2023;Total abortos voluntarios de mujeres residentes;Otros;;;17870;Número;
2023;Abortos voluntarios de mujeres residentes entre 15 y 19 años;Otros;;;1670;Número;
2024;Abortos voluntarios de mujeres residentes menores de 15 años;Otros;;;34;Número;
2024;Abortos voluntarios de mujeres residentes entre 35 y 39 años;Otros;;;2702;Número;
2024;Abortos voluntarios de mujeres residentes entre 20 y 24años;Otros;;;4425;Número;
2024;Abortos voluntarios de mujeres residentes entre 25 y 29 años;Otros;;;4235;Número;
2024;Total abortos voluntarios de mujeres residentes;Otros;;;18149;Número;
2024;Abortos voluntarios de mujeres residentes entre 15 y 19 años;Otros;;;1759;Número;
2024;Abortos voluntarios de mujeres residentes entre 30 y 34 años;Otros;;;3575;Número;
2024;Abortos voluntarios de mujeres residentes de 44 años y más;Otros;;;125;Número;
2024;Abortos voluntarios de mujeres residentes entre 40 y 44 años;Otros;;;1294;Número;
