Año;Concepto;Tipo territorio;Código territorio;Territorio;Valor;Unidad;Estado dato
2020;Abortos voluntarios de mujeres residentes por violación;Otros;;;-;Número;
2020;Abortos voluntarios de mujeres residentes a petición de la mujer;Otros;;;12155;Número;
2020;Abortos voluntarios de mujeres residentes de los que no constan los motivos;Otros;;;0;Número;
2020;Abortos voluntarios de mujeres residentes por riesgo de graves anomalías del feto;Otros;;;443;Número;
2020;Abortos voluntarios de mujeres residentes por salud materna;Otros;;;-;Número;
2020;Abortos voluntarios de mujeres residentes por riesgo fetal;Otros;;;-;Número;
2020;Abortos voluntarios de mujeres residentes por grave riesgo para la vida o salud de la embarazada;Otros;;;1638;Número;
2020;Abortos voluntarios de mujeres residentes de anomalías fetales incompatibles con la vida o enfermedad extremadamente grave e incurable;Otros;;;18;Número;
2021;Abortos voluntarios de mujeres residentes por violación;Otros;;;-;Número;
2021;Abortos voluntarios de mujeres residentes a petición de la mujer;Otros;;;12919;Número;
2021;Abortos voluntarios de mujeres residentes por riesgo fetal;Otros;;;-;Número;
2021;Abortos voluntarios de mujeres residentes por riesgo de graves anomalías del feto;Otros;;;470;Número;
2021;Abortos voluntarios de mujeres residentes de anomalías fetales incompatibles con la vida o enfermedad extremadamente grave e incurable;Otros;;;14;Número;
2021;Abortos voluntarios de mujeres residentes por salud materna;Otros;;;-;Número;
2021;Abortos voluntarios de mujeres residentes de los que no constan los motivos;Otros;;;0;Número;
2021;Abortos voluntarios de mujeres residentes por motivos varios;Otros;;;0;Número;
2021;Abortos voluntarios de mujeres residentes por grave riesgo para la vida o salud de la embarazada;Otros;;;1785;Número;
2022;Abortos voluntarios de mujeres residentes por violación;Otros;;;-;Número;
2022;Abortos voluntarios de mujeres residentes por riesgo fetal;Otros;;;-;Número;
2022;Abortos voluntarios de mujeres residentes por salud materna;Otros;;;-;Número;
2022;Abortos voluntarios de mujeres residentes de anomalías fetales incompatibles con la vida o enfermedad extremadamente grave e incurable;Otros;;;42;Número;
2022;Abortos voluntarios de mujeres residentes por motivos varios;Otros;;;0;Número;
2022;Abortos voluntarios de mujeres residentes por riesgo de graves anomalías del feto;Otros;;;464;Número;
2022;Abortos voluntarios de mujeres residentes por grave riesgo para la vida o salud de la embarazada;Otros;;;1978;Número;
2022;Abortos voluntarios de mujeres residentes a petición de la mujer;Otros;;;14108;Número;
2022;Abortos voluntarios de mujeres residentes de los que no constan los motivos;Otros;;;0;Número;
2023;Abortos voluntarios de mujeres residentes de los que no constan los motivos;Otros;;;0;Número;
2023;Abortos voluntarios de mujeres residentes por motivos varios;Otros;;;0;Número;
2023;Abortos voluntarios de mujeres residentes por violación;Otros;;;-;Número;
2023;Abortos voluntarios de mujeres residentes por grave riesgo para la vida o salud de la embarazada;Otros;;;889;Número;
2023;Abortos voluntarios de mujeres residentes por riesgo de graves anomalías del feto;Otros;;;471;Número;
2023;Abortos voluntarios de mujeres residentes por salud materna;Otros;;;-;Número;
2023;Abortos voluntarios de mujeres residentes a petición de la mujer;Otros;;;16494;Número;
2023;Abortos voluntarios de mujeres residentes de anomalías fetales incompatibles con la vida o enfermedad extremadamente grave e incurable;Otros;;;16;Número;
2023;Abortos voluntarios de mujeres residentes por riesgo fetal;Otros;;;-;Número;
2024;Abortos voluntarios de mujeres residentes por salud materna;Otros;;;-;Número;
2024;Abortos voluntarios de mujeres residentes a petición de la mujer;Otros;;;17113;Número;
2024;Abortos voluntarios de mujeres residentes por violación;Otros;;;-;Número;
2024;Abortos voluntarios de mujeres residentes por motivos varios;Otros;;;0;Número;
2024;Abortos voluntarios de mujeres residentes de anomalías fetales incompatibles con la vida o enfermedad extremadamente grave e incurable;Otros;;;18;Número;
2024;Abortos voluntarios de mujeres residentes por riesgo fetal;Otros;;;-;Número;
2024;Abortos voluntarios de mujeres residentes de los que no constan los motivos;Otros;;;0;Número;
2024;Abortos voluntarios de mujeres residentes por riesgo de graves anomalías del feto;Otros;;;455;Número;
2024;Abortos voluntarios de mujeres residentes por grave riesgo para la vida o salud de la embarazada;Otros;;;563;Número;
